id_laptop,marca,modelo,precio_soles,stock,tienda,categoria
875,MSI,Katana 15,4941.0,29,Piura,Gaming
876,Acer,Aspire 5,2759.0,35,Miraflores,Profesional
877,ASUS,Zenbook 14,4453.0,41,Los Olivos,Gaming
878,ASUS,Zenbook 14,4567.0,40,Trujillo,Gaming
879,Dell,Vostro 3520,3126.0,60,Trujillo,Profesional
880,Lenovo,ThinkPad E14,3852.0,50,Trujillo,Profesional
881,Dell,Inspiron 15,2639.0,14,Surco,Profesional
882,HP,15-fd,2139.0,59,Trujillo,Oficina
883,MSI,Katana 15,5020.0,52,Los Olivos,Gaming
884,Dell,Vostro 3520,2569.0,5,Arequipa,Profesional
885,Lenovo,ThinkPad E14,3925.0,51,Piura,Profesional
886,MSI,Modern 15,3686.0,34,San Isidro,Profesional
887,Dell,Vostro 3520,2605.0,37,San Miguel,Profesional
888,HP,15-fd,2027.0,30,Chiclayo,Oficina
889,Lenovo,IdeaPad Slim 3,2823.0,7,Surco,Profesional
890,Acer,Nitro V 15,3646.0,33,Centro de Lima,Profesional
891,ASUS,Zenbook 14,4771.0,24,San Isidro,Gaming
892,Lenovo,IdeaPad Slim 3,2383.0,49,Surco,Oficina
893,ASUS,Vivobook 15,2843.0,46,Arequipa,Profesional
894,Apple,MacBook Air M3,5968.0,2,Surco,Premium
895,MSI,Katana 15,5579.0,56,Trujillo,Premium
896,HP,15-fd,1813.0,31,Surco,Oficina
897,MSI,Katana 15,5713.0,15,Piura,Premium
898,MSI,Katana 15,5479.0,50,San Isidro,Gaming
899,Dell,Vostro 3520,3023.0,8,San Miguel,Profesional
900,Lenovo,IdeaPad Slim 3,2772.0,49,Miraflores,Profesional
901,ASUS,Vivobook 15,2805.0,11,Miraflores,Profesional
902,HP,15-fd,2147.0,41,Chiclayo,Oficina
903,ASUS,Vivobook 15,2414.0,27,Arequipa,Oficina
904,Dell,Inspiron 15,3356.0,17,Centro de Lima,Profesional
905,Acer,Aspire 5,2683.0,36,Arequipa,Profesional
906,Lenovo,IdeaPad Slim 3,2556.0,36,Los Olivos,Profesional
907,MSI,Modern 15,3430.0,56,Piura,Profesional
908,MSI,Modern 15,2861.0,23,Centro de Lima,Profesional
909,Dell,Inspiron 15,2644.0,24,Los Olivos,Profesional
910,Dell,Inspiron 15,3160.0,5,San Miguel,Profesional
911,Lenovo,IdeaPad Slim 3,2479.0,28,Los Olivos,Oficina
912,Dell,Inspiron 15,2717.0,47,Centro de Lima,Profesional
913,Dell,Vostro 3520,3145.0,24,Trujillo,Profesional
914,ASUS,Zenbook 14,4537.0,8,Centro de Lima,Gaming
915,MSI,Katana 15,5386.0,48,San Miguel,Gaming
916,Acer,Aspire 5,2549.0,4,Chiclayo,Profesional
917,Lenovo,IdeaPad Slim 3,2393.0,23,Trujillo,Oficina
918,MSI,Katana 15,5042.0,34,Centro de Lima,Gaming
919,Acer,Aspire 5,2552.0,8,San Isidro,Profesional
920,Apple,MacBook Air M2,5044.0,12,Los Olivos,Gaming
921,Dell,Vostro 3520,2435.0,58,Miraflores,Oficina
922,Dell,Inspiron 15,3469.0,60,Trujillo,Profesional
923,ASUS,Zenbook 14,4681.0,45,Chiclayo,Gaming
924,ASUS,Vivobook 15,3006.0,10,Arequipa,Profesional
925,ASUS,Zenbook 14,4238.0,22,Surco,Gaming
926,MSI,Modern 15,3309.0,2,San Isidro,Profesional
927,MSI,Modern 15,3176.0,3,Trujillo,Profesional
928,MSI,Katana 15,5731.0,33,San Isidro,Premium
929,Lenovo,IdeaPad Slim 3,2805.0,47,Surco,Profesional
930,Acer,Aspire 5,2720.0,39,Trujillo,Profesional
931,Acer,Nitro V 15,3650.0,3,Chiclayo,Profesional
932,Apple,MacBook Air M3,6012.0,49,Chiclayo,Premium
933,Dell,Vostro 3520,2527.0,59,Los Olivos,Profesional
934,Apple,MacBook Air M3,6073.0,22,Arequipa,Premium
935,Apple,MacBook Air M3,6269.0,41,Los Olivos,Premium
936,Dell,Inspiron 15,2804.0,32,Piura,Profesional
937,Lenovo,ThinkPad E14,3826.0,60,Trujillo,Profesional
938,Lenovo,ThinkPad E14,3160.0,28,Chiclayo,Profesional
939,Dell,Inspiron 15,3177.0,9,Chiclayo,Profesional
940,Lenovo,IdeaPad Slim 3,2844.0,28,Arequipa,Profesional
941,Apple,MacBook Air M2,4920.0,26,San Miguel,Gaming
942,ASUS,Vivobook 15,2768.0,19,Arequipa,Profesional
943,Acer,Aspire 5,2493.0,4,Arequipa,Oficina
944,Acer,Nitro V 15,3973.0,13,San Miguel,Profesional
945,Acer,Nitro V 15,4109.0,12,Chiclayo,Gaming
946,HP,15-fd,1956.0,46,Los Olivos,Oficina
947,Acer,Aspire 5,2900.0,5,Piura,Profesional
948,Apple,MacBook Air M2,4966.0,55,Surco,Gaming
949,ASUS,Zenbook 14,5039.0,41,Miraflores,Gaming
950,Lenovo,IdeaPad Slim 3,2316.0,57,San Miguel,Oficina
951,HP,Pavilion 15,3216.0,23,San Isidro,Profesional
952,Dell,Inspiron 15,3414.0,57,Piura,Profesional
953,Apple,MacBook Air M2,5096.0,59,Miraflores,Gaming
954,HP,Pavilion 15,3221.0,31,Miraflores,Profesional
955,Dell,Vostro 3520,2437.0,25,San Miguel,Oficina
956,HP,15-fd,1886.0,35,Piura,Oficina
957,Apple,MacBook Air M3,6217.0,57,Chiclayo,Premium
958,Lenovo,ThinkPad E14,3461.0,40,Los Olivos,Profesional
959,Acer,Nitro V 15,3761.0,24,Arequipa,Profesional
960,Lenovo,IdeaPad Slim 3,2313.0,7,Los Olivos,Oficina
961,Lenovo,IdeaPad Slim 3,2751.0,19,San Isidro,Profesional
962,Dell,Vostro 3520,3002.0,48,Miraflores,Profesional
963,Acer,Nitro V 15,3790.0,1,Miraflores,Profesional
964,MSI,Modern 15,3024.0,50,Piura,Profesional
965,ASUS,Vivobook 15,2455.0,28,Chiclayo,Oficina
966,HP,Pavilion 15,3236.0,37,Los Olivos,Profesional
967,Apple,MacBook Air M3,5749.0,16,Centro de Lima,Premium
968,Acer,Aspire 5,2247.0,6,Arequipa,Oficina
969,ASUS,Zenbook 14,4832.0,44,Surco,Gaming
970,Acer,Nitro V 15,3657.0,47,Surco,Profesional
971,ASUS,Vivobook 15,2519.0,28,Miraflores,Profesional
972,Apple,MacBook Air M2,5093.0,4,Los Olivos,Gaming
973,HP,15-fd,2256.0,29,Piura,Oficina
974,Apple,MacBook Air M2,5323.0,43,Centro de Lima,Gaming
975,MSI,Katana 15,5204.0,22,Arequipa,Gaming
976,Acer,Nitro V 15,3744.0,39,San Miguel,Profesional
977,Acer,Nitro V 15,4469.0,46,Trujillo,Gaming
978,Acer,Nitro V 15,3721.0,31,Trujillo,Profesional
979,ASUS,Zenbook 14,4611.0,53,Trujillo,Gaming
980,HP,Pavilion 15,3698.0,33,Surco,Profesional
981,Lenovo,IdeaPad Slim 3,3168.0,35,Piura,Profesional
982,MSI,Katana 15,5612.0,31,Los Olivos,Premium
983,Dell,Vostro 3520,3044.0,8,San Isidro,Profesional
984,Dell,Vostro 3520,3172.0,35,Trujillo,Profesional
985,HP,15-fd,1853.0,34,Los Olivos,Oficina
986,Apple,MacBook Air M3,5674.0,27,Arequipa,Premium
987,MSI,Modern 15,2853.0,52,Miraflores,Profesional
988,HP,15-fd,2287.0,24,Chiclayo,Oficina
989,Acer,Aspire 5,2969.0,24,Miraflores,Profesional
990,HP,Pavilion 15,3198.0,3,San Isidro,Profesional
991,Apple,MacBook Air M3,6211.0,1,Miraflores,Premium
992,HP,Pavilion 15,3199.0,60,San Isidro,Profesional
993,Dell,Inspiron 15,3136.0,48,Los Olivos,Profesional
994,Dell,Inspiron 15,3392.0,21,San Isidro,Profesional
995,Acer,Nitro V 15,4492.0,48,Los Olivos,Gaming
996,MSI,Katana 15,5326.0,60,Arequipa,Gaming
997,HP,Pavilion 15,3098.0,1,Centro de Lima,Profesional
998,Lenovo,IdeaPad Slim 3,3197.0,46,Centro de Lima,Profesional
999,ASUS,Vivobook 15,3033.0,33,Centro de Lima,Profesional
1000,Lenovo,IdeaPad Slim 3,2319.0,17,Piura,Oficina
1001,ASUS,Zenbook 14,4338.0,18,Miraflores,Gaming
1002,Apple,MacBook Air M3,5715.0,39,Arequipa,Premium
1003,Dell,Inspiron 15,3406.0,57,Arequipa,Profesional
1004,ASUS,Vivobook 15,2942.0,36,Miraflores,Profesional
1005,MSI,Katana 15,5485.0,29,Los Olivos,Gaming
1006,Dell,Inspiron 15,2780.0,20,Arequipa,Profesional
1007,HP,15-fd,2635.0,51,Arequipa,Profesional
1008,Lenovo,ThinkPad E14,3443.0,55,San Miguel,Profesional
1009,Apple,MacBook Air M3,5696.0,10,San Isidro,Premium
1010,Apple,MacBook Air M2,4862.0,22,San Miguel,Gaming
1011,HP,Pavilion 15,3262.0,46,Centro de Lima,Profesional
1012,ASUS,Zenbook 14,4289.0,51,Los Olivos,Gaming
1013,MSI,Katana 15,4936.0,31,San Isidro,Gaming
1014,MSI,Modern 15,3039.0,46,Piura,Profesional
1015,HP,Pavilion 15,3415.0,18,Miraflores,Profesional
1016,Lenovo,ThinkPad E14,3970.0,19,Trujillo,Profesional
1017,Lenovo,ThinkPad E14,3889.0,1,Los Olivos,Profesional
1018,Apple,MacBook Air M3,6341.0,53,Trujillo,Premium
1019,HP,15-fd,2379.0,52,Centro de Lima,Oficina
1020,MSI,Modern 15,3142.0,39,San Isidro,Profesional
1021,Acer,Nitro V 15,4492.0,16,Arequipa,Gaming
1022,Acer,Aspire 5,2321.0,37,Arequipa,Oficina
1023,Dell,Vostro 3520,2831.0,51,Chiclayo,Profesional
1024,Apple,MacBook Air M3,6344.0,23,Arequipa,Premium
1025,Lenovo,IdeaPad Slim 3,3144.0,41,Chiclayo,Profesional
1026,Apple,MacBook Air M3,6183.0,49,Chiclayo,Premium
1027,HP,15-fd,2564.0,53,Surco,Profesional
1028,HP,Pavilion 15,3395.0,33,San Isidro,Profesional
1029,Apple,MacBook Air M2,5255.0,38,Piura,Gaming
1030,HP,15-fd,2234.0,4,Arequipa,Oficina
1031,HP,15-fd,2658.0,14,Piura,Profesional
1032,Dell,Inspiron 15,3398.0,17,Arequipa,Profesional
1033,Lenovo,ThinkPad E14,3343.0,18,Arequipa,Profesional
1034,Lenovo,ThinkPad E14,3136.0,23,Arequipa,Profesional
1035,MSI,Modern 15,3177.0,51,San Miguel,Profesional
1036,MSI,Modern 15,3542.0,14,Miraflores,Profesional
1037,ASUS,Zenbook 14,4493.0,46,Piura,Gaming
1038,Lenovo,ThinkPad E14,3870.0,23,Chiclayo,Profesional
1039,ASUS,Vivobook 15,2605.0,8,Miraflores,Profesional
1040,Dell,Inspiron 15,3033.0,36,Surco,Profesional
1041,Dell,Inspiron 15,2729.0,57,San Miguel,Profesional
1042,Apple,MacBook Air M2,4820.0,59,Chiclayo,Gaming
1043,HP,15-fd,1868.0,51,San Miguel,Oficina
1044,HP,15-fd,2448.0,18,Surco,Oficina
1045,Acer,Aspire 5,2986.0,44,Surco,Profesional
1046,Dell,Vostro 3520,2792.0,39,Miraflores,Profesional
1047,Acer,Nitro V 15,3947.0,41,Miraflores,Profesional
1048,ASUS,Vivobook 15,2703.0,23,Arequipa,Profesional
1049,HP,15-fd,2302.0,37,Arequipa,Oficina
1050,Lenovo,ThinkPad E14,3885.0,54,Miraflores,Profesional
1051,Lenovo,IdeaPad Slim 3,2795.0,19,Piura,Profesional
1052,HP,Pavilion 15,3097.0,25,Surco,Profesional
1053,Dell,Inspiron 15,2968.0,50,Centro de Lima,Profesional
1054,MSI,Katana 15,5274.0,49,Trujillo,Gaming
1055,ASUS,Vivobook 15,2796.0,21,Piura,Profesional
1056,ASUS,Zenbook 14,4468.0,28,San Isidro,Gaming
1057,Lenovo,ThinkPad E14,3376.0,46,San Isidro,Profesional
1058,Apple,MacBook Air M3,6451.0,16,Piura,Premium
1059,Apple,MacBook Air M2,5460.0,40,Miraflores,Gaming
1060,ASUS,Vivobook 15,2863.0,18,Arequipa,Profesional
1061,MSI,Katana 15,5411.0,6,Chiclayo,Gaming
1062,Dell,Inspiron 15,3156.0,41,Miraflores,Profesional
1063,Dell,Inspiron 15,3147.0,33,Piura,Profesional
1064,ASUS,Zenbook 14,4881.0,49,Trujillo,Gaming
1065,MSI,Modern 15,2960.0,60,Trujillo,Profesional
1066,Dell,Vostro 3520,2905.0,59,Los Olivos,Profesional
1067,MSI,Modern 15,3472.0,5,Los Olivos,Profesional
1068,HP,Pavilion 15,3637.0,32,San Isidro,Profesional
1069,ASUS,Vivobook 15,2646.0,36,San Miguel,Profesional
1070,Lenovo,IdeaPad Slim 3,3083.0,12,Surco,Profesional
1071,Dell,Vostro 3520,2402.0,38,San Miguel,Oficina
1072,Apple,MacBook Air M2,4970.0,32,Miraflores,Gaming
1073,HP,15-fd,2012.0,57,Miraflores,Oficina
1074,Acer,Aspire 5,2344.0,1,San Miguel,Oficina
1075,HP,15-fd,2242.0,7,Los Olivos,Oficina
1076,HP,15-fd,2364.0,15,Piura,Oficina
1077,MSI,Modern 15,2977.0,47,Arequipa,Profesional
1078,MSI,Katana 15,5543.0,10,Los Olivos,Premium
1079,HP,15-fd,1962.0,17,Los Olivos,Oficina
1080,MSI,Katana 15,5795.0,39,San Miguel,Premium
1081,Dell,Inspiron 15,2667.0,7,San Isidro,Profesional
1082,ASUS,Vivobook 15,2918.0,10,San Isidro,Profesional
1083,ASUS,Zenbook 14,4805.0,50,Surco,Gaming
1084,Acer,Nitro V 15,4035.0,35,San Miguel,Gaming
1085,ASUS,Zenbook 14,4789.0,5,Miraflores,Gaming
1086,Apple,MacBook Air M2,4654.0,9,Los Olivos,Gaming
1087,Lenovo,IdeaPad Slim 3,3104.0,3,Los Olivos,Profesional
1088,ASUS,Zenbook 14,4244.0,41,San Isidro,Gaming
1089,MSI,Modern 15,3202.0,20,Trujillo,Profesional
1090,MSI,Katana 15,5736.0,48,Los Olivos,Premium
1091,Lenovo,ThinkPad E14,3440.0,43,Arequipa,Profesional
1092,HP,15-fd,1992.0,37,San Miguel,Oficina
1093,Acer,Aspire 5,2924.0,53,Trujillo,Profesional
1094,ASUS,Vivobook 15,2267.0,12,San Miguel,Oficina
1095,ASUS,Zenbook 14,4278.0,26,Centro de Lima,Gaming
1096,Dell,Vostro 3520,2871.0,21,Miraflores,Profesional
1097,Lenovo,ThinkPad E14,3344.0,3,Piura,Profesional
1098,HP,Pavilion 15,3278.0,29,Chiclayo,Profesional
1099,HP,15-fd,2306.0,14,Los Olivos,Oficina
1100,Acer,Aspire 5,2624.0,18,Surco,Profesional
1101,Dell,Vostro 3520,2592.0,41,Arequipa,Profesional
1102,Lenovo,ThinkPad E14,3475.0,33,Los Olivos,Profesional
1103,ASUS,Vivobook 15,2582.0,8,Trujillo,Profesional
1104,MSI,Katana 15,5511.0,41,Chiclayo,Premium
1105,HP,15-fd,2696.0,23,Centro de Lima,Profesional
1106,Acer,Aspire 5,2148.0,59,San Miguel,Oficina
1107,ASUS,Zenbook 14,4814.0,60,San Miguel,Gaming
1108,Apple,MacBook Air M3,5996.0,51,Piura,Premium
1109,HP,15-fd,2506.0,24,Miraflores,Profesional
1110,Acer,Nitro V 15,3970.0,45,Centro de Lima,Profesional
1111,Apple,MacBook Air M2,5148.0,2,Arequipa,Gaming
1112,Dell,Inspiron 15,2750.0,34,Los Olivos,Profesional
1113,ASUS,Zenbook 14,4905.0,40,Miraflores,Gaming
1114,Dell,Inspiron 15,2920.0,16,Centro de Lima,Profesional
1115,Apple,MacBook Air M2,4741.0,15,Arequipa,Gaming
1116,Acer,Aspire 5,2983.0,39,Centro de Lima,Profesional
1117,MSI,Modern 15,2807.0,3,Surco,Profesional
1118,Acer,Nitro V 15,3685.0,16,Surco,Profesional
1119,HP,15-fd,2190.0,16,Los Olivos,Oficina
1120,HP,15-fd,2519.0,34,San Miguel,Profesional
1121,ASUS,Vivobook 15,2453.0,12,Centro de Lima,Oficina
1122,Dell,Vostro 3520,2814.0,34,Miraflores,Profesional
1123,HP,15-fd,2047.0,19,San Miguel,Oficina
1124,Acer,Aspire 5,2477.0,14,Chiclayo,Oficina
1125,Lenovo,IdeaPad Slim 3,2577.0,57,Chiclayo,Profesional
1126,Dell,Vostro 3520,2966.0,48,Trujillo,Profesional
1127,Acer,Nitro V 15,3689.0,17,San Isidro,Profesional
1128,HP,15-fd,1986.0,52,Chiclayo,Oficina
1129,Dell,Inspiron 15,2999.0,29,Piura,Profesional
1130,Apple,MacBook Air M2,5229.0,24,Centro de Lima,Gaming
1131,HP,15-fd,2158.0,40,Miraflores,Oficina
1132,Dell,Vostro 3520,2883.0,6,Piura,Profesional
1133,HP,Pavilion 15,3512.0,41,Los Olivos,Profesional
1134,Apple,MacBook Air M3,5850.0,22,San Miguel,Premium
1135,Acer,Aspire 5,2707.0,14,Piura,Profesional
1136,Apple,MacBook Air M2,4868.0,36,Los Olivos,Gaming
1137,ASUS,Zenbook 14,4311.0,9,Surco,Gaming
1138,Lenovo,ThinkPad E14,3949.0,23,Surco,Profesional
1139,MSI,Modern 15,3252.0,43,Trujillo,Profesional
1140,HP,Pavilion 15,3274.0,27,Miraflores,Profesional
1141,ASUS,Vivobook 15,3059.0,30,Los Olivos,Profesional
1142,Apple,MacBook Air M3,5990.0,34,San Isidro,Premium
1143,Apple,MacBook Air M2,4761.0,52,Piura,Gaming
1144,HP,Pavilion 15,2994.0,41,Trujillo,Profesional
1145,Dell,Vostro 3520,2681.0,27,Centro de Lima,Profesional
1146,HP,15-fd,1900.0,31,San Miguel,Oficina
1147,Apple,MacBook Air M2,4853.0,10,Piura,Gaming
1148,HP,15-fd,2443.0,27,Centro de Lima,Oficina
1149,Lenovo,ThinkPad E14,3210.0,55,San Miguel,Profesional
1150,Lenovo,ThinkPad E14,3577.0,36,Chiclayo,Profesional
1151,HP,15-fd,2573.0,55,Surco,Profesional
1152,Lenovo,IdeaPad Slim 3,2431.0,50,Surco,Oficina
1153,MSI,Katana 15,5710.0,29,Los Olivos,Premium
1154,Acer,Nitro V 15,3629.0,45,Arequipa,Profesional
1155,Lenovo,ThinkPad E14,3970.0,11,Piura,Profesional
1156,Dell,Inspiron 15,3474.0,53,Miraflores,Profesional
1157,Apple,MacBook Air M3,6041.0,36,Surco,Premium
1158,Apple,MacBook Air M3,6233.0,53,San Isidro,Premium
1159,Acer,Nitro V 15,3645.0,38,San Miguel,Profesional
1160,Acer,Aspire 5,2225.0,44,Trujillo,Oficina
1161,Lenovo,ThinkPad E14,3587.0,31,Trujillo,Profesional
1162,MSI,Katana 15,5127.0,37,San Isidro,Gaming
1163,Dell,Inspiron 15,3301.0,42,Miraflores,Profesional
1164,Apple,MacBook Air M3,6306.0,36,Chiclayo,Premium
1165,Lenovo,IdeaPad Slim 3,3050.0,49,Chiclayo,Profesional
1166,HP,Pavilion 15,3322.0,14,Los Olivos,Profesional
1167,Apple,MacBook Air M3,5769.0,32,Trujillo,Premium
1168,HP,15-fd,2084.0,57,Chiclayo,Oficina
1169,Lenovo,ThinkPad E14,3421.0,1,Chiclayo,Profesional
1170,MSI,Modern 15,3223.0,34,Centro de Lima,Profesional
1171,Lenovo,IdeaPad Slim 3,2954.0,35,Surco,Profesional
1172,Apple,MacBook Air M3,5857.0,42,Piura,Premium
1173,HP,Pavilion 15,3610.0,50,Piura,Profesional
1174,MSI,Modern 15,2896.0,15,Surco,Profesional
1175,ASUS,Vivobook 15,2900.0,44,Los Olivos,Profesional
1176,Acer,Aspire 5,2829.0,2,Chiclayo,Profesional
1177,Lenovo,ThinkPad E14,3864.0,50,Trujillo,Profesional
1178,ASUS,Vivobook 15,2811.0,17,Miraflores,Profesional
1179,Lenovo,ThinkPad E14,3244.0,22,Surco,Profesional
1180,HP,Pavilion 15,3141.0,53,Trujillo,Profesional
1181,Apple,MacBook Air M2,5288.0,9,Piura,Gaming
1182,Acer,Aspire 5,2148.0,43,San Isidro,Oficina
1183,Acer,Aspire 5,2916.0,15,Chiclayo,Profesional
1184,MSI,Katana 15,5002.0,22,Los Olivos,Gaming
1185,Lenovo,ThinkPad E14,3599.0,2,San Isidro,Profesional
1186,Apple,MacBook Air M2,5206.0,32,Trujillo,Gaming
1187,Dell,Inspiron 15,3331.0,47,San Isidro,Profesional
1188,Dell,Vostro 3520,3045.0,26,Miraflores,Profesional
1189,Lenovo,IdeaPad Slim 3,2865.0,17,San Miguel,Profesional
1190,Acer,Aspire 5,2211.0,52,Miraflores,Oficina
1191,MSI,Katana 15,5261.0,52,Los Olivos,Gaming
1192,HP,Pavilion 15,3438.0,8,Miraflores,Profesional
1193,Apple,MacBook Air M3,6062.0,60,San Miguel,Premium
1194,Dell,Inspiron 15,3340.0,47,Piura,Profesional
1195,MSI,Katana 15,5425.0,20,Los Olivos,Gaming
1196,Dell,Inspiron 15,3051.0,30,San Isidro,Profesional
1197,MSI,Katana 15,5315.0,58,Surco,Gaming
1198,Lenovo,IdeaPad Slim 3,2626.0,55,Arequipa,Profesional
1199,Apple,MacBook Air M2,4768.0,9,Arequipa,Gaming
1200,Dell,Inspiron 15,3360.0,31,Miraflores,Profesional
1201,Lenovo,IdeaPad Slim 3,3198.0,1,San Miguel,Profesional
1202,ASUS,Zenbook 14,4214.0,22,Trujillo,Gaming
1203,Dell,Inspiron 15,3406.0,36,Chiclayo,Profesional
1204,Acer,Aspire 5,2407.0,26,Centro de Lima,Oficina
1205,Lenovo,ThinkPad E14,3259.0,6,Arequipa,Profesional
1206,Lenovo,ThinkPad E14,3626.0,41,Arequipa,Profesional
1207,MSI,Modern 15,3695.0,26,San Miguel,Profesional
1208,Dell,Inspiron 15,3128.0,38,San Miguel,Profesional
1209,Apple,MacBook Air M3,5690.0,55,Chiclayo,Premium
1210,Dell,Vostro 3520,2802.0,18,San Isidro,Profesional
1211,Lenovo,ThinkPad E14,3327.0,8,San Isidro,Profesional
1212,Apple,MacBook Air M3,6373.0,32,Los Olivos,Premium
1213,MSI,Modern 15,2864.0,43,San Isidro,Profesional
1214,ASUS,Vivobook 15,2942.0,14,Los Olivos,Profesional
1215,MSI,Katana 15,5066.0,26,Trujillo,Gaming
1216,HP,15-fd,2394.0,5,Piura,Oficina
1217,ASUS,Zenbook 14,4887.0,1,Piura,Gaming
1218,HP,Pavilion 15,3442.0,6,Chiclayo,Profesional
1219,Lenovo,IdeaPad Slim 3,2689.0,29,Trujillo,Profesional
1220,ASUS,Zenbook 14,4428.0,42,Trujillo,Gaming
1221,MSI,Modern 15,3690.0,47,Chiclayo,Profesional
1222,Apple,MacBook Air M2,5169.0,14,San Miguel,Gaming
1223,HP,15-fd,2293.0,20,Los Olivos,Oficina
1224,Apple,MacBook Air M2,4955.0,59,Centro de Lima,Gaming
1225,HP,Pavilion 15,3615.0,16,Arequipa,Profesional
1226,ASUS,Zenbook 14,4705.0,44,Trujillo,Gaming
1227,Dell,Inspiron 15,2729.0,21,Chiclayo,Profesional
1228,Apple,MacBook Air M3,5833.0,29,Centro de Lima,Premium
1229,Lenovo,IdeaPad Slim 3,2343.0,16,Piura,Oficina
1230,MSI,Modern 15,3074.0,11,Los Olivos,Profesional
1231,Lenovo,IdeaPad Slim 3,2411.0,37,Miraflores,Oficina
1232,Dell,Inspiron 15,3202.0,1,Chiclayo,Profesional
1233,Apple,MacBook Air M3,6191.0,33,Piura,Premium
1234,HP,Pavilion 15,3203.0,1,San Miguel,Profesional
1235,MSI,Katana 15,4987.0,40,Centro de Lima,Gaming
1236,ASUS,Zenbook 14,4663.0,44,Chiclayo,Gaming
1237,Apple,MacBook Air M2,5475.0,12,Piura,Gaming
1238,Dell,Vostro 3520,3217.0,26,San Isidro,Profesional
1239,Apple,MacBook Air M3,6345.0,19,San Isidro,Premium
1240,HP,Pavilion 15,3449.0,5,Centro de Lima,Profesional
1241,Dell,Inspiron 15,3038.0,36,Piura,Profesional
1242,MSI,Katana 15,5031.0,48,Chiclayo,Gaming
1243,Dell,Inspiron 15,2605.0,54,Surco,Profesional
1244,Acer,Aspire 5,2656.0,24,Trujillo,Profesional
1245,Lenovo,IdeaPad Slim 3,2894.0,37,Chiclayo,Profesional
1246,Lenovo,ThinkPad E14,3313.0,4,Centro de Lima,Profesional
1247,ASUS,Vivobook 15,2792.0,2,Arequipa,Profesional
1248,Lenovo,IdeaPad Slim 3,2946.0,37,Los Olivos,Profesional
1249,MSI,Katana 15,5337.0,53,San Miguel,Gaming
1250,ASUS,Zenbook 14,5035.0,28,Chiclayo,Gaming
1251,Lenovo,ThinkPad E14,3385.0,57,Chiclayo,Profesional
1252,Acer,Nitro V 15,3924.0,18,Surco,Profesional
1253,Dell,Vostro 3520,2826.0,27,Trujillo,Profesional
1254,Acer,Nitro V 15,3955.0,40,Los Olivos,Profesional
1255,Acer,Aspire 5,2296.0,18,Trujillo,Oficina
1256,MSI,Modern 15,2903.0,60,Trujillo,Profesional
1257,Lenovo,ThinkPad E14,3463.0,43,Trujillo,Profesional
1258,Dell,Inspiron 15,3376.0,20,Chiclayo,Profesional
1259,HP,15-fd,2121.0,53,San Miguel,Oficina
1260,ASUS,Zenbook 14,4557.0,45,Chiclayo,Gaming
1261,MSI,Modern 15,3115.0,49,Surco,Profesional
1262,Apple,MacBook Air M3,5853.0,30,Centro de Lima,Premium
1263,Acer,Nitro V 15,4320.0,59,Los Olivos,Gaming
1264,Apple,MacBook Air M2,5157.0,21,Surco,Gaming
1265,HP,Pavilion 15,3682.0,18,Surco,Profesional
1266,HP,15-fd,2111.0,10,San Miguel,Oficina
1267,Acer,Nitro V 15,4185.0,11,Arequipa,Gaming
1268,Acer,Aspire 5,2276.0,15,Surco,Oficina
1269,MSI,Katana 15,4967.0,23,Los Olivos,Gaming
1270,MSI,Modern 15,2992.0,22,Piura,Profesional
1271,Apple,MacBook Air M3,6289.0,9,Piura,Premium
1272,Dell,Vostro 3520,3052.0,46,Centro de Lima,Profesional
1273,HP,15-fd,2222.0,17,San Miguel,Oficina
1274,ASUS,Zenbook 14,4662.0,15,Arequipa,Gaming
1275,Apple,MacBook Air M2,5384.0,30,Trujillo,Gaming
1276,MSI,Modern 15,3155.0,40,Miraflores,Profesional
1277,Apple,MacBook Air M3,6045.0,28,Arequipa,Premium
1278,ASUS,Vivobook 15,2648.0,54,Arequipa,Profesional
1279,MSI,Katana 15,5296.0,60,Trujillo,Gaming
1280,Acer,Aspire 5,2333.0,19,Centro de Lima,Oficina
1281,Apple,MacBook Air M2,5128.0,50,San Isidro,Gaming
1282,MSI,Katana 15,5550.0,2,Piura,Premium
1283,Apple,MacBook Air M3,5846.0,50,Trujillo,Premium
1284,Dell,Inspiron 15,3224.0,38,San Miguel,Profesional
1285,ASUS,Vivobook 15,2936.0,32,Trujillo,Profesional
1286,Apple,MacBook Air M2,5037.0,7,Miraflores,Gaming
1287,HP,Pavilion 15,3180.0,52,Chiclayo,Profesional
1288,ASUS,Vivobook 15,2741.0,50,Miraflores,Profesional
1289,Apple,MacBook Air M2,4689.0,9,Miraflores,Gaming
1290,Acer,Nitro V 15,4212.0,28,Chiclayo,Gaming
1291,HP,15-fd,1855.0,35,Trujillo,Oficina
1292,HP,Pavilion 15,3260.0,40,Chiclayo,Profesional
1293,Acer,Nitro V 15,4369.0,8,Trujillo,Gaming
1294,Apple,MacBook Air M2,4952.0,30,Miraflores,Gaming
1295,ASUS,Zenbook 14,5076.0,49,Surco,Gaming
1296,MSI,Modern 15,3594.0,25,Centro de Lima,Profesional
1297,HP,Pavilion 15,3260.0,30,Chiclayo,Profesional
1298,Lenovo,ThinkPad E14,3938.0,30,San Miguel,Profesional
1299,MSI,Katana 15,5441.0,30,Piura,Gaming
1300,MSI,Modern 15,3238.0,5,Piura,Profesional
